imdb_id,title,release_year,budget,production_companies,production_countries,spoken_languages
tt0483607,Doomsday,2008,30000000,"Rogue Pictures, Intrepid Pictures, Crystal Sky Pictures, Scion Films, Moonlighting Films, Internationale Filmproduktion Blackbird Dritte","Germany, United Kingdom, United States of America, South Africa",English
tt0098536,Turner & Hooch,1989,13000000,"Silver Screen Partners III, Touchstone Pictures",United States of America,English
tt0861689,Blindness,2008,25000000,"Rhombus Media, O2 Filmes, Bee Vine Pictures, Alliance Films, Agência Nacional do Cinema - ANCINE, BNDES, Cinema Investment, Corus Entertainment, Téléfilm Canada, Focus Features, Miramax, Potboiler Productions, Fiat, Mikado Film, Movie Central, Asmik Ace Entertainment, 20th Century Fox Brazil","Brazil, Canada, Italy, Japan, United Kingdom, United States of America","Japanese, English"
tt0107943,The Remains of the Day,1993,11500000,"Columbia Pictures, Merchant Ivory Productions","United Kingdom, United States of America","German, English"
tt9603212,Mission: Impossible - Dead Reckoning Part One,2023,291000000,"Paramount, Skydance, TC Productions",United States of America,"French, English, Italian, Russian"
tt2072233,Sleepless,2017,30000000,"Vertigo Entertainment, FilmNation Entertainment, Riverstone Pictures, Open Road Films",United States of America,English
tt0371257,Stay,2005,50000000,"Epsilon Motion Pictures, Regency Enterprises, New Regency Pictures, 20th Century Fox",United States of America,English
tt0101917,Freddy's Dead: The Final Nightmare,1991,11000000,New Line Cinema,United States of America,English
tt1336608,Rock of Ages,2012,75000000,"Offspring Entertainment, New Line Cinema, Corner Store Entertainment, Material Pictures, Warner Bros. Pictures",United States of America,English
tt3401882,Fist Fight,2017,22000000,"Wrigley Pictures, New Line Cinema, Van Brand, 21 Laps Entertainment, Village Roadshow Pictures",United States of America,English
tt1666186,Vampires Suck,2010,20000000,"Road Rebel, Regency Enterprises, 20th Century Fox, Dune Entertainment",United States of America,"English, German"
tt0091474,Manhunter,1986,15000000,"DEG, Red Dragon Productions S.A.",United States of America,English
tt0111255,The Specialist,1994,45000000,"Jerry Weintraub Productions, Iguana Producciones, Warner Bros. Pictures","Peru, United States of America",English
tt1655460,Wanderlust,2012,35000000,"Relativity Media, A Hot Dog, Apatow Productions",United States of America,English
tt0139809,The Thirteenth Floor,1999,16000000,"Centropolis Film Productions, Columbia Pictures","Germany, United States of America",English
tt1308729,Bullet to the Head,2013,55000000,"Dark Castle Entertainment, After Dark Films, IM Global, Automatik Entertainment, Silver Reel, EMJAG Productions, Millar Gough Ink, Headshot Films, Reliance Entertainment","India, Switzerland, United States of America",English
tt0162650,Shaft,2000,46000000,"Paramount, Scott Rudin Productions, New Deal Productions, Shaft Productions, Munich Film Partners & Company (MFP) GHS Productions","Germany, United States of America","English, Spanish, German"
tt0120910,Fantasia 2000,1999,80000000,Walt Disney Pictures,United States of America,English
tt0070909,Westworld,1973,1200000,Metro-Goldwyn-Mayer,United States of America,English
tt13405778,Insidious: The Red Door,2023,16000000,"Blumhouse Productions, Stage 6 Films, Screen Gems, Oren Peli Productions, Solana Films",United States of America,English
tt0087298,Friday the 13th: The Final Chapter,1984,2600000,"Friday Four, Inc., Georgetown Productions Inc., Paramount, Sean S. Cunningham Films",United States of America,English
tt2364841,Runner Runner,2013,30000000,"Regency Enterprises, Double Feature Films, Appian Way, Stone Village Pictures, New Regency Pictures",United States of America,English
tt6000478,"Roman J. Israel, Esq.",2017,22000000,"Culture China - Image Nation Abu Dhabi Fund, Cross Creek Pictures, Bron Studios, Escape Artists, Imagenation Abu Dhabi FZ, MACRO, Topic Studios, Columbia Pictures",United States of America,"Armenian, English, Spanish"
tt1135084,Takers,2010,32000000,"Rainforest Entertainment, Screen Gems, Grand Hustle Films",United States of America,English
tt10304142,Amsterdam,2022,80000000,"DreamCrew, Keep Your Head Productions, Corazon Hayagriva, New Regency Productions, Regency Enterprises",United States of America,"English, French"
tt0088933,Cocoon,1985,17500000,"SLM Production Group, Zanuck/Brown Productions, 20th Century Fox",United States of America,English
tt0462465,Outlander,2008,50000000,"Ascendant Pictures, Rising Star, VIP Medienfonds 4, Virtual Films, Outlander Productions","Germany, United States of America",English
tt0346156,Sky Captain and the World of Tomorrow,2004,70000000,"Paramount, Brooklyn Films II, Riff Raff Film Productions, Filmauro, Blue Flower Productions","United Kingdom, United States of America","Tibetan, German, English"
tt0086200,Risky Business,1983,6200000,"Geffen Pictures, Warner Bros. Pictures",United States of America,"German, English"
tt1082868,Quarantine,2008,12000000,"Screen Gems, Andale Pictures, Vertigo Entertainment, Filmax","Spain, United States of America",English
tt0100477,The Rescuers Down Under,1990,37931000,"Walt Disney Pictures, Silver Screen Partners IV, Walt Disney Feature Animation",United States of America,English
tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,3800000,"Ivory Way Productions, Miramax, Island Pictures",United States of America,"English, Spanish"
tt9173418,Brahms: The Boy II,2020,10000000,"STX Films, Lakeshore Entertainment","Australia, Canada, China, United States of America","Spanish, English"
tt0150377,Double Jeopardy,1999,70000000,"Paramount, MFP Munich Film Partners GmbH & Company I. Produktions KG","Germany, United States of America",English
tt4030600,The Bye Bye Man,2017,7400000,"Los Angeles Media Fund, Intrepid Pictures, STX Films",United States of America,English
tt0120094,Selena,1997,20000000,"Esparza / Katz Productions, Q Productions",United States of America,"Spanish, English"
tt0085750,Jaws 3-D,1983,20500000,"MCA  Theatricals, Universal Pictures, Alan Landsburg Productions",United States of America,English
tt0460791,The Fall,2006,30000000,"Absolute Entertainment, Googly Films, Deep Films, Tree Top Films Inc., RadicalMedia, Summit Entertainment","India, United States of America","English, Romanian, Latin"
tt9130508,Cherry,2021,40000000,"AGBO, The Hideaway Entertainment",United States of America,English
tt1655389,Blonde,2022,22000000,Plan B Entertainment,United States of America,"English, Italian"
tt3280262,Cult of Chucky,2017,6500000,Universal 1440 Entertainment,"Canada, United States of America",English
tt2396589,Mudbound,2017,10000000,"Zeal Media, Armory Films, Black Bear Pictures, MACRO, MMC Joule Films, Elevated Films",United States of America,English
tt0971209,A Perfect Getaway,2009,14000000,"Tooley Productions, Rogue, Relativity Media, QED International",United States of America,English
tt0481141,No Reservations,2007,28000000,"Castle Rock Entertainment, Storefront Pictures, Village Roadshow Pictures, WV Films III, Warner Bros. Pictures","Australia, United States of America",English
tt3960412,Popstar: Never Stop Never Stopping,2016,20000000,"Universal Pictures, Apatow Productions, Party Over, The Lonely Island, Perfect World Pictures",United States of America,English
tt0106469,Bound by Honor,1993,35000000,Hollywood Pictures,United States of America,English
tt0116669,Jack,1996,45000000,"American Zoetrope, Hollywood Pictures, Great Oaks Entertainment",United States of America,English
tt0119978,The Rainmaker,1997,40000000,"Paramount, Constellation Entertainment",United States of America,English
tt0102975,Star Trek VI: The Undiscovered Country,1991,27000000,Paramount,United States of America,English
tt3007512,The Water Diviner,2014,22500000,"Fear of God Films, Hopscotch Features","Australia, United States of America","Russian, Turkish, Greek, English"
tt0113243,Hackers,1995,20000000,"Suftley, United Artists",United States of America,"English, Italian, Japanese, Russian"
tt11832046,PAW Patrol: The Movie,2021,26000000,"Spin Master, Nickelodeon Movies, Paramount, Mikros Image, Elevation Pictures",United States of America,English
tt0245562,Windtalkers,2002,115000000,"Lion Rock Productions, Metro-Goldwyn-Mayer",United States of America,"English, Japanese, Navajo"
tt1748179,Red Lights,2012,14000000,"Attitude Pinículas y Films A.I.E., Cindy Cowan Entertainment, First Generation Films, Nostromo Pictures, La Sexta, Canal+ España, Millennium Media, TV3, Atresmedia","Spain, United States of America",English
tt1920849,Bachelorette,2012,3000000,"Gary Sanchez Productions, BCDF Pictures",United States of America,English
tt2103254,Tammy,2014,20000000,"Gary Sanchez Productions, New Line Cinema, On the Day",United States of America,English
tt0119715,MouseHunt,1997,38000000,DreamWorks Pictures,United States of America,English
tt1464174,"Big Mommas: Like Father, Like Son",2011,32000000,"Regency Enterprises, New Regency Pictures, Friendly Films (II), Runteldat Entertainment, The Collective Studios, Friendly Films Productions, 20th Century Fox",United States of America,English
tt1185416,When in Rome,2010,55000000,"Krasnoff / Foster Entertainment, Touchstone Pictures, Film Production Consultants","Italy, United States of America","English, Italian"
tt1625346,Young Adult,2011,12000000,"Indian Paintbrush, Paramount, Denver and Delilah Productions, Right of Way Films",United States of America,English
tt0414055,Elizabeth: The Golden Age,2007,55000000,"Universal Pictures, StudioCanal, Working Title Films","France, United States of America, United Kingdom","Swedish, English, Spanish"
tt0313542,Runaway Jury,2003,60000000,"New Regency Pictures, Regency Enterprises",United States of America,"English, French, Italian"
tt0088814,The Black Cauldron,1985,25000000,"Silver Screen Partners II, Walt Disney Pictures, Walt Disney Productions",United States of America,"English, Arabic, Portuguese"
tt1034331,Righteous Kill,2008,60000000,"Nu Image, Grosvenor Park Media, Millennium Media, InVenture Entertainment, EFO Films",United States of America,"English, Russian, Spanish"
tt0255798,The Animal,2001,22000000,"Revolution Studios, Happy Madison Productions",United States of America,English
tt0093260,Innerspace,1987,27000000,"Amblin Entertainment, The Guber-Peters Company, Warner Bros. Pictures",United States of America,English
tt4103724,Forever My Girl,2018,3500000,LD Entertainment,United States of America,English
tt0480025,This Is England,2006,2380000,"EM Media, UK Film Council, Screen Yorkshire, Big Arty Productions, Film4 Productions",United Kingdom,English
tt0220506,Halloween: Resurrection,2002,13000000,"Dimension Films, Nightfall Productions, Trancas International Films, Miramax",United States of America,English
tt1987680,The Upside,2019,37500000,"Escape Artists, Lantern Entertainment, The Weinstein Company",United States of America,English
tt0120780,Out of Sight,1998,48000000,"Universal Pictures, Jersey Films",United States of America,English
tt5719700,Home Again,2017,12000000,Black Bicycle Entertainment,United States of America,English
tt2126357,Second Act,2018,16000000,"STX Films, Nuyorican Productions, Universal Pictures",United States of America,English
tt0113749,Mallrats,1995,6000000,"Universal Pictures, Gramercy Pictures, Alphaville Films, View Askew Productions",United States of America,English
tt0272020,The Last Castle,2001,72000000,"DreamWorks Pictures, Robert Lawrence Productions",United States of America,English
tt0094074,Superman IV: The Quest for Peace,1987,17000000,"Cannon Group, London-Cannon Films, Golan-Globus Productions, Warner Bros. Pictures, DC Comics","United Kingdom, United States of America","French, English, Italian, Russian"
tt0376136,The Rum Diary,2011,45000000,"FilmEngine, GK Films, Infinitum Nihil, FilmDistrict, Mandate International","United Kingdom, United States of America","German, English, Spanish"
tt1411704,Hop,2011,63000000,"Illumination, Universal Pictures",United States of America,English
tt0065462,Beneath the Planet of the Apes,1970,3000000,"APJAC Productions, 20th Century Fox",United States of America,English
tt0421054,Domino,2005,50000000,"Domino 17521, New Line Cinema, Davis Films, Scott Free Productions","France, United Kingdom, United States of America","Spanish, English, Italian, Polish"
tt0120738,Lost in Space,1998,80000000,"Saltire Entertainment, New Line Cinema, Irwin Allen Productions, Prelude Pictures",United States of America,English
tt0107978,RoboCop 3,1993,22000000,"Orion Pictures, Metro-Goldwyn-Mayer",United States of America,"English, Japanese"
tt1596346,Soul Surfer,2011,18000000,"Enticing Entertainment, Island Film Group, Brookwell-McNamara Entertainment, Life's a Beach Entertainment, Mandalay Vision, TriStar Pictures, FilmDistrict",United States of America,English
