tconst,title,release_year,genres,adjusted_budget,adjusted_domestic_gross,director_ids,director_names,production_companies,production_countries,spoken_languages
tt0492389,furry vengeance,2010,"Comedy,Family",50453920.22008253,25415030.701513067,nm0474955,roger kumble,Robert Simonds Productions,United States of America,English
tt0369226,alone in the dark,2005,"Action,Horror,Sci-Fi",32196620.583717354,8336621.06298003,nm0093051,uwe boll,"Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures, Herold Productions, Infogrames Entertainment, AITD Productions","Canada, Germany, United States of America",English
tt0436331,friends with money,2006,"Comedy,Drama,Romance",10136904.761904761,20848395.79761905,nm0392237,nicole holofcener,This Is That Productions,United States of America,English
tt0117894,thinner,1996,"Fantasy,Horror",16030592.734225621,30400967.11281071,nm0276169,tom holland,"Spelling Films, Paramount",United States of America,English
tt0081353,popeye,1980,"Adventure,Comedy,Family",76310679.61165048,190101490.6893204,nm0000265,robert altman,"Walt Disney Productions, Paramount",United States of America,English
tt1244754,conviction,2010,"Biography,Crime,Drama",18019257.221458048,9799154.618982118,nm0001282,tony goldwyn,"Pantheon Entertainment Corporation, Omega Entertainment, Longfellow Pictures, Oceana Media Finance, Prescience, Innocence Productions",United States of America,English
tt0297884,far from heaven,2002,"Drama,Romance",23593107.281823233,27790668.84713729,nm0001331,todd haynes,"Killer Films, Section Eight, John Wells Productions, Vulcan Productions, USA Films, TF1 International, Clear Blue Sky Productions, Focus Features","France, United States of America",English
tt0275022,crossroads,2002,"Comedy,Drama,Romance",20971650.917176206,64992311.86659254,nm0205542,tamra davis,"Paramount, MTV Films, Zomba Films, Summit Entertainment",United States of America,English
tt0101745,doc hollywood,1991,"Comedy,Drama,Romance",46167400.88105727,126387366.50220266,nm0001994,michael caton-jones,Warner Bros. Pictures,United States of America,English
tt0119223,great expectations,1998,"Drama,Romance",48220858.89570552,50792079.96073619,nm0190859,alfonso cuarón,"20th Century Fox, The Linson Company",United States of America,English
tt0116999,marvins room,1996,Drama,46087954.11089866,25655571.01338432,nm0952360,jerry zaks,"Tribeca Productions, Miramax, Scott Rudin Productions",United States of America,"English, Spanish"
tt0116191,emma,1996,"Comedy,Drama,Romance",12022944.550669216,44548331.90057361,nm0569790,douglas mcgrath,"Miramax, Haft Entertainment, Matchmaker Films",United States of America,English
tt1603257,atm,2012,"Horror,Mystery,Thriller",4108013.9372822293,4121.70731707317,nm3360080,david brooks,"The Safran Company, Gold Circle Films, Buffalo Gal Pictures",United States of America,English
tt1262981,worlds greatest dad,2009,"Comedy,Drama",14657342.657342656,325107.1888111888,nm0001281,bobcat goldthwait,"Magnolia Pictures, Jerkschool Productions",United States of America,English
tt2183034,earth to echo,2014,"Adventure,Family,Sci-Fi",17267427.12294043,51715734.36755387,nm1757777,dave green,"Panay Films, Walt Disney Pictures",United States of America,English
tt0185014,wonder boys,2000,"Comedy,Drama",63902439.02439025,35400954.34146342,nm0000436,curtis hanson,"Paramount, Curtis Hanson Productions, BBC, MFF Feature Film Productions, Marubeni, Mutual Film Company, Scott Rudin Productions, TOHO-TOWA","Germany, Japan, United Kingdom, United States of America",English
tt1190536,black dynamite,2009,"Action,Comedy",4250629.37062937,355554.8867132867,nm0761715,scott sanders,"Six Point Harness, Destination Films, Goliath Entertainment, Ars Nova",United States of America,"English, Italian"
tt0935075,rabbit hole,2010,Drama,7207702.888583219,3213277.557083906,nm0593463,john cameron mitchell,"Olympus Pictures, OddLot Entertainment, Blossom Films",United States of America,English
tt1031969,the rocker,2008,"Comedy,Music",21904319.554110542,9359756.633534605,nm0146341,peter cattaneo,Fox Atomic,United States of America,English
tt0875034,nine,2009,"Drama,Musical,Romance",117258741.25874124,28841201.846153844,nm0551128,rob marshall,"Relativity Media, The Weinstein Company","Italy, United States of America","English, French, Italian"
tt3177316,honeymoon,2014,"Drama,Fantasy,Horror",1328263.6248415716,12376.760456273763,nm4074404,leigh janiak,Fewlas Entertainment,United States of America,English
tt2126235,collide,2016,"Action,Adventure,Crime",28164999.999999996,2986805.24,nm2123102,eran creevy,"Silver Pictures, 42, Automatik Entertainment, DMG Entertainment, Hands-on Producers","Germany, United Kingdom, United States of America","German, English"
tt0082869,outland,1981,"Action,Crime,Sci-Fi",55339933.99339934,69174917.49174917,nm0001382,peter hyams,"The Ladd Company, Outland Productions, Pinewood Studios, Warner Bros. Pictures",United Kingdom,English
tt0349825,miracle,2004,"Biography,Drama,History",46602435.150873475,107149139.43462148,nm0640334,gavin o'connor,Walt Disney Pictures,United States of America,English
tt0119807,nothing to lose,1997,"Action,Adventure,Comedy",48971962.61682243,87130992.28411214,nm0644203,steve oedekerk,"Touchstone Pictures, O Entertainment",United States of America,English
tt0105414,single white female,1992,"Drama,Thriller",35854597.29151817,107602788.2309337,nm0775447,barbet schroeder,Columbia Pictures,United States of America,English
tt0427309,the great debaters,2007,"Biography,Drama,Romance",22749638.205499273,45842256.02315484,nm0000243,denzel washington,"Marshall Production, The Weinstein Company, Harpo Films",United States of America,English
tt0087781,the natural,1984,"Drama,Sport",84727622.71414821,145102042.3253128,nm0001469,barry levinson,TriStar Pictures,United States of America,English
tt1028576,secretariat,2010,"Biography,Drama,Family",50453920.22008253,86059270.45942228,nm0908824,randall wallace,"Walt Disney Pictures, Fast Track Productions, Mayhem Pictures",United States of America,English
tt1225822,extract,2009,"Comedy,Crime,Romance",11725874.125874124,15863873.544055942,nm0431918,mike judge,Miramax,United States of America,English
tt6722030,the intruder,2019,"Horror,Thriller",9836527.1802894,43513078.03832616,nm1938064,deon taylor,"Hidden Empire Film Group, Screen Gems",United States of America,English
tt0120458,virus,1999,"Action,Horror,Sci-Fi",141536614.64585835,26440341.75270108,nm0116497,john bruno,"Universal Pictures, Mutual Film Company, Dark Horse Entertainment, Valhalla Motion Pictures, Tele München Fernseh Produktionsgesellschaft (TMG), UGC PH, BBC Film, Marubeni, TOHO-TOWA","United States of America, United Kingdom, Germany, Japan, France","English, Russian"
tt0068762,jeremiah johnson,1972,"Adventure,Drama,Western",23316746.411483254,336165701.3971292,nm0001628,sydney pollack,"Sanford Productions (III), Warner Bros. Pictures",United States of America,English
tt0465502,igor,2008,"Animation,Comedy,Family",36507199.256850906,28517382.576869484,nm1902232,tony leondis,"Exodus Film Group, Exodus Productions, Metro-Goldwyn-Mayer, The Weinstein Company, CNC, Sparx Animation Studios","France, United States of America",English
tt0115783,bulletproof,1996,"Action,Comedy,Crime",50095602.29445507,42472734.8374761,nm0225416,ernest r. dickerson,Universal Pictures,United States of America,English
tt0780567,imagine that,2009,"Comedy,Drama,Family",80615384.61538461,23777715.826573424,nm0456732,karey kirkpatrick,"Internationale Filmproduktion Stella-del-Sud Third, Paramount, Nickelodeon Movies, di Bonaventura Pictures, Goldcrest",United States of America,English
tt8266310,blinded by the light,2019,"Comedy,Drama,Music",18443488.463042628,14633242.033633163,nm0149446,gurinder chadha,"New Line Cinema, Bend It Films, Ingenious Media, Levantine Films, Rakija Films, Warner Bros. Pictures, Cornerstone Films","United Kingdom, United States of America",English
tt0087995,repo man,1984,"Action,Comedy,Crime",4538979.78825794,6959769.008662174,nm0007182,alex cox,"Universal Pictures, Edge City",United States of America,"Spanish, English"
tt0393735,the shaggy dog,2006,"Comedy,Family,Fantasy",77976190.47619048,95323661.17857143,nm0005367,brian robbins,"Walt Disney Pictures, Mandeville Films, Boxing Cat Films",United States of America,English
tt0099005,air america,1990,"Action,Comedy,War",84192807.9571538,73384488.88140781,nm0006854,roger spottiswoode,"IndieProd Company Productions, Carolco Pictures",United States of America,"English, Lao"
tt13521006,beau is afraid,2023,"Comedy,Drama,Horror",36114210.69904824,8436859.510338038,nm4170048,ari aster,"A24, Square Peg, IPR.VC, Access Entertainment","Finland, United States of America",English
tt0090021,silver bullet,1985,Horror,20453531.59851301,31566259.65055762,nm0003733,daniel attias,"International Film Corporation (II), Famous Films (II), Dino De Laurentiis Company, Paramount",United States of America,English
tt0080736,the final countdown,1980,"Action,Adventure,Sci-Fi",45786407.76699029,63520246.60194174,nm0852279,don taylor,Bryna Productions,United States of America,"Russian, English, Japanese"
tt0096794,always,1989,"Drama,Fantasy,Romance",78599999.99999999,106093848.96774192,nm0000229,steven spielberg,"Amblin Entertainment, Universal Pictures, United Artists",United States of America,English
tt1519461,area,2015,"Horror,Mystery,Sci-Fi",6632911.392405063,10023.655696202532,nm2305431,oren peli,"Insurge Pictures, Blumhouse Productions, Aramid Entertainment Fund, IM Global, Incentive Filmed Entertainment, Room 101, Solana Films",United States of America,"English, Portuguese"
tt0095243,gorillas in the mist,1988,"Biography,Drama",58468300.92983939,65698382.05917159,nm0000776,michael apted,"The Guber-Peters Company, Universal Pictures, Warner Bros. Pictures",United States of America,English
tt0401997,breach,2007,"Biography,Crime,Drama",34882778.581765555,50050538.69753979,nm0712753,billy ray,"Universal Pictures, Sidney Kimmel Entertainment, Intermedia Films, Outlaw Productions, Mandate International, Metro-Goldwyn-Mayer","United Kingdom, United States of America","English, Russian, Arabic, Latin"
