tconst,title,release_year,genres,adjusted_budget,adjusted_domestic_gross,director_ids,director_names,production_companies,production_countries,spoken_languages
tt1677720,ready player one,2018,"Action,Adventure,Sci-Fi",219115890.08363202,172400597.67741936,nm0000229,steven spielberg,"Amblin Entertainment, De Line Pictures, Warner Bros. Pictures, Farah Films & Management, Village Roadshow Pictures, Access Entertainment",United States of America,English
tt0816711,world war z,2013,"Action,Adventure,Horror",269871244.6351931,273523561.96738195,nm0286975,marc forster,"GK Films, Paramount, Hemisphere Media Capital, 2DUX², Apparatus Productions, Latina Pictures, Skydance, Plan B Entertainment","Malta, United Kingdom, United States of America",English
tt0264464,catch me if you can,2002,"Biography,Crime,Drama",90877153.97443023,287673029.01612,nm0000229,steven spielberg,"Parkes/MacDonald Productions, Kemp Company, Splendid Pictures",United States of America,"English, French"
tt2582802,whiplash,2014,"Drama,Music",4383269.961977187,18453486.84410646,nm3227090,damien chazelle,"Bold Films, Blumhouse Productions, Right of Way Films, Sierra/Affinity, Stage 6 Films, Sony Pictures Classics",United States of America,English
tt0407887,the departed,2006,"Crime,Drama,Thriller",140357142.85714287,206456491.25,nm0000217,martin scorsese,"Vertigo Entertainment, Media Asia Films, Initial Entertainment Group, Warner Bros. Pictures, Plan B Entertainment","Hong Kong, United States of America","English, Cantonese"
tt2278388,the grand budapest hotel,2014,"Adventure,Comedy,Crime",39847908.74524715,78468527.13814956,nm0027572,wes anderson,"Fox Searchlight Pictures, Scott Rudin Productions, Studio Babelsberg, Indian Paintbrush, TSG Entertainment, American Empirical Pictures","Germany, United States of America","English, French"
tt0338013,eternal sunshine of the spotless mind,2004,"Drama,Romance,Sci-Fi",33287453.67919534,57198693.80201165,nm0327273,michel gondry,"Focus Features, Anonymous Content, This Is That Productions",United States of America,English
tt0947798,black swan,2010,"Drama,Thriller",18740027.51031637,154179508.3136176,nm0004716,darren aronofsky,"Fox Searchlight Pictures, Cross Creek Pictures, Protozoa Pictures, Phoenix Pictures",United States of America,"English, French, Italian"
tt0105236,reservoir dogs,1992,"Crime,Thriller",2689094.796863863,6346328.707056306,nm0000233,quentin tarantino,"Live Entertainment, Dog Eat Dog Productions",United States of America,English
tt3460252,the hateful eight,2015,"Crime,Drama,Mystery",58369620.25316455,71791205.02278481,nm0000233,quentin tarantino,"The Weinstein Company, Double Feature Films, FilmColony",United States of America,"Spanish, English"
tt6644200,a quiet place,2018,"Drama,Horror,Sci-Fi",21285543.608124252,235423572.67383516,nm1024677,john krasinski,"Paramount, Platinum Dunes",United States of America,English
tt0416449,,2006,"Action,Drama",101369047.61904763,29515.54761904762,nm0811583,zack snyder,"Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Nimar Studios, Warner Bros. Pictures, Cruel & Unusual Films","Bulgaria, Canada, United States of America",English
tt2119532,hacksaw ridge,2016,"Biography,Drama,History",52399999.99999999,88044595.64999999,nm0000154,mel gibson,"Vendian Entertainment, Summit Entertainment, Cross Creek Pictures, IM Global, Screen Australia, Screen NSW, Permut Presentations, Pandemonium, Demarest Films, Lionsgate, Bliss Media, Kylin Pictures, AI Film","Australia, China, United Kingdom, United States of America","Japanese, English"
tt1217209,brave,2012,"Action,Adventure,Animation",253327526.13240415,324919503.57491285,"nm0028764,nm0152312,nm0700760","mark andrews,brenda chapman,steve purcell","Walt Disney Pictures, Pixar",United States of America,English
tt1355644,passengers,2016,"Drama,Romance,Sci-Fi",144099999.99999997,131019255.68999998,nm0878763,morten tyldum,"Wanda Pictures, Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital",United States of America,English
tt0454876,life of pi,2012,"Adventure,Drama,Fantasy",164320557.49128917,171149476.11846688,nm0000487,ang lee,"Fox 2000 Pictures, Dune Entertainment, Ingenious Media, Haishang Films, Netter Productions, India Take One Productions","Canada, India, Taiwan, United Kingdom, United States of America","English, French, Hindi, Japanese, Tamil"
tt2179136,american sniper,2014,"Action,Biography,Drama",78101901.14068441,465060124.0253485,nm0000142,clint eastwood,"RatPac Entertainment, Village Roadshow Pictures, 22 & Indiana Pictures, Malpaso Productions, Warner Bros. Pictures, Mad Chance",United States of America,English
tt0099487,edward scissorhands,1990,"Drama,Fantasy,Romance",48110175.97551645,129842117.1599082,nm0000318,tim burton,20th Century Fox,United States of America,English
tt0066921,a clockwork orange,1971,"Crime,Sci-Fi",17078518.51851852,206412178.0740741,nm0000040,stanley kubrick,"Warner Bros. Pictures, Hawk Films","United Kingdom, United States of America",English
tt0421715,the curious case of benjamin button,2008,"Drama,Fantasy,Romance",219043195.54110542,186200334.8555504,nm0000399,david fincher,"Paramount, Warner Bros. Pictures, The Kennedy/Marshall Company",United States of America,English
tt0099685,goodfellas,1990,"Biography,Crime,Drama",60137719.96939556,112442643.83779648,nm0000217,martin scorsese,Winkler Films,United States of America,"Italian, English"
tt0780504,drive,2011,"Action,Drama",20969319.697643396,49013253.09737661,nm0716347,nicolas winding refn,"FilmDistrict, Bold Films, Marc Platt Productions, OddLot Entertainment, Motel Movies, Newbridge Film Capital",United States of America,English
tt0246578,donnie darko,2001,"Drama,Mystery,Sci-Fi",10651609.260304911,2627407.602484472,nm0446819,richard kelly,"Flower Films, Gaylord Films, Adam Fields Productions, Pandora Cinema",United States of America,English
tt1343092,the great gatsby,2013,"Drama,Romance",141682403.4334764,195441320.74506435,nm0525303,baz luhrmann,"Spectrum Films, Village Roadshow Pictures, Bazmark Films, Red Wagon Entertainment, Warner Bros. Pictures, A+E Studios","United States of America, Australia",English
tt5580390,the shape of water,2017,"Drama,Fantasy,Romance",25013463.892288864,81915162.64381886,nm0868219,guillermo del toro,"Double Dare You Productions, Fox Searchlight Pictures, Bull Productions, TSG Entertainment",United States of America,"English, Russian"
tt2674426,me before you,2016,"Drama,Romance",26199999.999999996,73681048.24999999,nm4824763,thea sharrock,"New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer",United States of America,English
tt8579674,,2019,"Action,Drama,History",122956589.75361753,195780881.00743055,nm0005222,sam mendes,"DreamWorks Pictures, Reliance Entertainment, New Republic Pictures, Neal Street Productions, Mogambo Films, Amblin Partners","India, Spain, United Kingdom, United States of America","English, French, German"
tt5726616,call me by your name,2017,"Drama,Romance",5130966.952264382,23172960.391676866,nm0345174,luca guadagnino,"La Cinéfacture, RT Features, Frenesy Film, Water's End Productions, M.Y.R.A. Entertainment, CineFinance Italia","Brazil, France, Italy, United States of America","French, English, Italian"
tt1045658,silver linings playbook,2012,"Comedy,Drama,Romance",28756097.560975607,180879904.16027877,nm0751102,david o. russell,The Weinstein Company,United States of America,English
tt0169547,american beauty,1999,Drama,28307322.929171667,245439675.7310924,nm0005222,sam mendes,"Jinks/Cohen Company, DreamWorks Pictures",United States of America,English
tt1285016,the social network,2010,"Biography,Drama",57661623.10866575,139775657.92572215,nm0000399,david fincher,"Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions",United States of America,English
tt0119217,good will hunting,1997,"Drama,Romance",19588785.046728972,271174280.1495327,nm0001814,gus van sant,"Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership",United States of America,English
tt0458352,the devil wears prada,2006,"Comedy,Drama",54583333.333333336,194535717.3809524,nm0291205,david frankel,"Fox 2000 Pictures, Dune Entertainment, Major Studio Partners, Peninsula Films, 20th Century Fox","France, United States of America","English, French"
tt0075314,taxi driver,1976,"Crime,Drama",10498418.27768014,156164380.7662566,nm0000217,martin scorsese,"Italo/Judeo Productions, Bill/Phillips, Columbia Pictures",United States of America,"English, Spanish"
tt1517451,a star is born,2018,"Drama,Music,Romance",45075268.8172043,269561208.5639188,nm0177896,bradley cooper,"Thunder Road, 22 & Green, Gerber Pictures, Joint Effort, Malpaso Productions, Warner Bros. Pictures, Live Nation Productions",United States of America,English
tt2713180,fury,2014,"Action,Drama,War",90321926.48922686,113988802.89987326,nm0043742,david ayer,"Columbia Pictures, QED International, LStar Capital, Le Grisbi Productions, Crave Films, Sony Pictures, Huayi Brothers Pictures","United Kingdom, United States of America, China","English, German, Spanish"
tt0343818,i robot,2004,"Action,Mystery,Sci-Fi",199724722.07517204,241002867.29062995,nm0001639,alex proyas,"Davis Entertainment, Laurence Mark Productions, Canlaws Productions, 20th Century Fox, Overbrook Entertainment, Mediastream Vierte Film GmbH & Co. Vermarktungs KG","United States of America, Germany",English
tt0477348,no country for old men,2007,"Crime,Drama,Thriller",37916063.67583212,112646357.80028942,"nm0001053,nm0001054","ethan coen,joel coen","Miramax, Scott Rudin Productions, Mike Zoss Productions, Paramount Vantage",United States of America,"English, Spanish"
tt0167404,the sixth sense,1999,"Drama,Mystery,Thriller",75486194.47779112,553891825.9591836,nm0796117,m. night shyamalan,"Spyglass Entertainment, The Kennedy/Marshall Company, Hollywood Pictures, Barry Mendel Productions",United States of America,"Latin, Spanish, English"
tt0086250,scarface,1983,"Crime,Drama",78915662.65060242,142766003.3253012,nm0000361,brian de palma,Universal Pictures,United States of America,"English, Spanish"
tt1392214,prisoners,2013,"Crime,Drama,Mystery",62070386.26609441,82313835.83175965,nm0898288,denis villeneuve,"Madhouse Entertainment, Alcon Entertainment, 8:38 Productions, Warner Bros. Pictures, Summit Entertainment",United States of America,English
tt0120586,american history x,1998,"Crime,Drama",38576687.116564415,12961504.549693253,nm0443411,tony kaye,"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company",United States of America,English
tt2582846,the fault in our stars,2014,"Drama,Romance",18595690.747782003,165863400.2534854,nm1837748,josh boone,"TSG Entertainment, Fox 2000 Pictures, Temple Hill Entertainment",United States of America,English
tt0332280,the notebook,2004,"Drama,Romance",48266807.83483324,134817161.63472736,nm0001024,nick cassavetes,"New Line Cinema, Avery Pix, Gran Via Productions",United States of America,English
tt2024544,years a slave,2013,"Biography,Drama,History",26987124.46351931,76470706.43433475,nm2588606,steve mcqueen,"New Regency Pictures, Plan B Entertainment, River Road Entertainment, Regency Enterprises, Film4 Productions","United States of America, United Kingdom",English
tt1637688,in time,2011,"Action,Sci-Fi,Thriller",55918185.860382386,52498693.73410404,nm0629272,andrew niccol,"New Regency Pictures, Strike Entertainment",United States of America,English
tt0103639,aladdin,1992,"Adventure,Animation,Comedy",62745545.260156795,487062785.8417676,"nm0166256,nm0615780","ron clements,john musker","Walt Disney Pictures, Walt Disney Feature Animation",United States of America,English
tt6966692,green book,2018,"Biography,Comedy,Drama",28798088.410991635,106528099.41218638,nm0268380,peter farrelly,"Participant, DreamWorks Pictures, Cinetic Media",United States of America,"English, Italian, Russian"
tt0398286,tangled,2010,"Adventure,Animation,Comedy",374800550.2063274,289492969.6396148,"nm1977355,nm0397174","nathan greno,byron howard","Walt Disney Animation Studios, Walt Disney Pictures",United States of America,English
tt0162222,cast away,2000,"Adventure,Drama,Romance",164320557.4912892,426561820.2369338,nm0000709,robert zemeckis,"Playtone, ImageMovers, 20th Century Fox, DreamWorks Pictures",United States of America,"Russian, English"
tt0083866,et the extraterrestrial,1982,"Adventure,Family,Sci-Fi",34209326.42487046,1431758015.9751294,nm0000229,steven spielberg,"Universal Pictures, Amblin Entertainment",United States of America,English
tt0097165,dead poets society,1989,"Comedy,Drama",41581935.48387096,243051777.9870968,nm0001837,peter weir,"Touchstone Pictures, Silver Screen Partners IV, A Steven Haft Production, Witt/Thomas Productions",United States of America,"English, Latin"
tt2980516,the theory of everything,2014,"Biography,Drama,Romance",19923954.372623574,47676079.56400507,nm1016428,james marsh,Working Title Films,United Kingdom,"Latin, English, French, Italian"
tt2872718,nightcrawler,2014,"Crime,Drama,Thriller",11290240.811153358,43010793.99746514,nm0319659,dan gilroy,"Sierra/Affinity, Bold Films",United States of America,English
tt1483013,oblivion,2013,"Action,Adventure,Sci-Fi",161922746.78111586,120237402.0772532,nm2676052,joseph kosinski,"Universal Pictures, Relativity Media, Monolith Pictures (III), Chernin Entertainment, Radical Studios",United States of America,English
tt1205489,gran torino,2008,Drama,48189503.01904319,216261787.9647004,nm0000142,clint eastwood,"Matten Productions, Double Nickel Entertainment, Gerber Pictures, Malpaso Productions, Village Roadshow Pictures, WV Films IV, Warner Bros. Pictures","United States of America, Germany",English
tt0119116,the fifth element,1997,"Action,Adventure,Sci-Fi",176299065.42056075,124527595.0953271,nm0000108,luc besson,"Gaumont, Buena Vista International","France, United States of America","English, Swedish, German"
tt1010048,slumdog millionaire,2008,"Crime,Drama,Romance",21904319.554110542,206383525.42127264,"nm0000965,nm0849164","danny boyle,loveleen tandan","Celador Films, Film4 Productions",United Kingdom,"French, Hindi, English"
tt1219289,limitless,2011,"Sci-Fi,Thriller",37744775.45575811,110787143.85060024,nm1139726,neil burger,"Relativity Media, Virgin Produced, Many Rivers Productions, Boy of the Year, Rogue Pictures, Mandate International",United States of America,"English, Italian, Russian, Mandarin, French"
tt1659337,the perks of being a wallflower,2012,Drama,17801393.728222996,24296092.557491288,nm0154716,stephen chbosky,Mr. Mudd Production,United States of America,English
tt0144084,american psycho,2000,"Crime,Drama,Horror",12780487.804878049,27515084.80836237,nm0366004,mary harron,"Muse Productions, Pressman Film, Lionsgate","Canada, United States of America","English, Spanish, Cantonese"
tt0093058,full metal jacket,1987,"Drama,War",83028169.0140845,124586532.44366196,nm0000040,stanley kubrick,"Natant, Stanley Kubrick Productions, Warner Bros. Pictures","United Kingdom, United States of America","English, Vietnamese"
tt0073486,one flew over the cuckoos nest,1975,Drama,17531598.51301115,636871986.2453531,nm0001232,milos forman,Fantasy Films,United States of America,English
tt1276104,looper,2012,"Action,Drama,Sci-Fi",41080139.37282229,91042085.59233448,nm0426059,rian johnson,"TriStar Pictures, FilmDistrict, Endgame Entertainment, DMG Entertainment, Ram Bergman Productions, FilmNation Entertainment",United States of America,English
tt0114814,the usual suspects,1995,"Crime,Drama,Mystery",12377952.75590551,48153470.99212598,nm0001741,bryan singer,"Bad Hat Harry Productions, Blue Parrot Productions",United States of America,"Spanish, English, French, Hungarian"
tt0443706,zodiac,2007,"Crime,Drama,Mystery",98581765.55716352,50170662.85383502,nm0000399,david fincher,"Paramount, Phoenix Pictures, Warner Bros. Pictures",United States of America,English
tt0268978,a beautiful mind,2001,"Biography,Drama,Mystery",102965556.18294747,303054253.76849234,nm0000165,ron howard,"Universal Pictures, Imagine Entertainment, DreamWorks Pictures",United States of America,English
tt2948372,soul,2020,"Adventure,Animation,Comedy",182225656.87789795,1149423.5610510043,"nm0230032,nm5358492","pete docter,kemp powers","Walt Disney Pictures, Pixar",United States of America,English
tt6139732,aladdin,2019,"Adventure,Comedy,Family",225010559.24912006,437183486.5482988,nm0005363,guy ritchie,"Walt Disney Pictures, Rideback",United States of America,English
tt0332452,troy,2004,"Adventure,Drama",291265219.69295925,221858510.36950767,nm0000583,wolfgang petersen,"Warner Bros. Pictures, Plan B Entertainment, Nimar Studios, Radiant Productions, Helena Productions, Latina Pictures","United States of America, Malta, United Kingdom",English
tt1022603,days of summer,2009,"Comedy,Drama,Romance",10993006.993006991,47527408.27972028,nm1989536,marc webb,"Fox Searchlight Pictures, Watermark Pictures, Dune Entertainment III",United States of America,"English, French, Swedish"
tt0112573,braveheart,1995,"Biography,Drama,War",148535433.07086614,155850074.9133858,nm0000154,mel gibson,"Icon Entertainment International, The Ladd Company, B.H. Finance C.V.",United States of America,"English, French, Latin, Gaelic"
tt0180093,requiem for a dream,2000,Drama,8216027.8745644605,6637604.766550523,nm0004716,darren aronofsky,"Artisan Entertainment, Thousand Words, Protozoa Pictures",United States of America,English
tt0454921,the pursuit of happyness,2006,"Biography,Drama",85773809.52380952,253556794.23809525,nm0610831,gabriele muccino,"Escape Artists, Relativity Media, Columbia Pictures, Overbrook Entertainment",United States of America,"English, Cantonese"
tt0758758,into the wild,2007,"Adventure,Biography,Drama",22749638.205499273,27836997.23299565,nm0000576,sean penn,"River Road Entertainment, Paramount Vantage, Into the Wild, The Linson Company, Square One C.I.H.",United States of America,"Danish, English"
tt4846340,hidden figures,2016,"Biography,Drama,History",32749999.999999996,222185545.97,nm0577647,theodore melfi,"Fox 2000 Pictures, Levantine Films, Chernin Entertainment, 20th Century Fox",United States of America,English
tt1706620,snowpiercer,2013,"Action,Drama,Sci-Fi",52894763.94849785,6157151.577682403,nm0094435,bong joon ho,"CJ Entertainment, Opus Pictures, Stillking Films, Moho Film, Union Investment Partners, RADiUS-TWC, The Weinstein Company, SnowPiercer","Czech Republic, South Korea, United States of America","English, French, Japanese, Korean"
tt0405159,million dollar baby,2004,"Drama,Sport",49931180.51879301,167256477.62413976,nm0000142,clint eastwood,"Lakeshore Entertainment, Malpaso Productions, Epsilon Motion Pictures, Albert S. Ruddy Productions, Warner Bros. Pictures","Switzerland, United States of America","Irish, English"
tt1485796,the greatest showman,2017,"Biography,Drama,Musical",107750305.99755202,223633417.8115055,nm1243905,michael gracey,"Chernin Entertainment, 20th Century Fox, TSG Entertainment",United States of America,English
tt6723592,tenet,2020,"Action,Sci-Fi,Thriller",249041731.06646055,71072993.0911901,nm0634240,christopher nolan,"Warner Bros. Pictures, Syncopy","United Kingdom, United States of America","English, Estonian"
tt2584384,jojo rabbit,2019,"Comedy,Drama,War",17213922.56550645,41031727.98748533,nm0169806,taika waititi,"Fox Searchlight Pictures, Defender Films, Piki Films, TSG Entertainment, Czech Anglo Productions","Czech Republic, New Zealand, United States of America","English, German"
tt1136608,district,2009,"Action,Sci-Fi,Thriller",43972027.972027965,169506649.34265733,nm0088955,neill blomkamp,"TriStar Pictures, Block / Hanson, WingNut Films, District 9","New Zealand, South Africa, United States of America","Afrikaans, Chichewa; Nyanja, Sotho, Xhosa, Zulu, English"
tt3170832,room,2015,"Drama,Thriller",17245569.620253164,19471142.21772152,nm1049433,lenny abrahamson,"Elevation Pictures, Téléfilm Canada, Element Pictures, FilmNation Entertainment, No Trace Camping, Film4 Productions, Fís Éireann/Screen Ireland","Canada, Ireland, United Kingdom, United States of America",English
tt2953050,encanto,2021,"Animation,Comedy,Family",58007380.07380073,111482785.0804428,"nm1158544,nm0397174,nm4146781","jared bush,byron howard,charise castro smith","Walt Disney Animation Studios, Walt Disney Pictures",United States of America,"Spanish, English"
tt0120623,a bugs life,1998,"Adventure,Animation,Comedy",231460122.6993865,314011465.25153375,"nm0005124,nm0004056","john lasseter,andrew stanton","Pixar, Walt Disney Pictures",United States of America,English
tt3228774,cruella,2021,"Adventure,Comedy,Crime",232029520.2952029,99892460.40442804,nm0318916,craig gillespie,"Walt Disney Pictures, Gunn Films, Marc Platt Productions","United Kingdom, United States of America","English, French"
tt0409459,watchmen,2009,"Action,Drama,Mystery",190545454.54545453,157580796.29650348,nm0811583,zack snyder,"DC Comics, Lawrence Gordon Productions, Legendary Pictures, Warner Bros. Pictures, Paramount, Cruel & Unusual Films",United States of America,English
tt0107688,the nightmare before christmas,1993,"Animation,Family,Fantasy",52218685.121107265,203939685.27612457,nm0783139,henry selick,"Tim Burton Productions, Skellington Productions Inc., Touchstone Pictures, Walt Disney Pictures",United States of America,English
tt0437086,alita battle angel,2019,"Action,Adventure,Sci-Fi",209026202.5811498,105543735.72154868,nm0001675,robert rodriguez,"Troublemaker Studios, Lightstorm Entertainment, 20th Century Fox, TSG Entertainment",United States of America,"English, Spanish"
tt0253474,the pianist,2002,"Biography,Drama,Music",61167315.17509727,56866767.07504168,nm0000591,roman polanski,"Canal+ Polska, Bac Films, Heritage Films, Studio Babelsberg, Agencja Produkcji Filmowej, FFF Bayern, Filmboard Berlin-Brandenburg (FBB), R.P. Productions, StudioCanal, Canal+, TVP, Runteam, FFA","France, Germany, Poland, United Kingdom","English, Polish, German, Russian"
tt1596363,the big short,2015,"Biography,Comedy,Drama",37144303.79746836,93205498.43037976,nm0570912,adam mckay,"Plan B Entertainment, Paramount, Regency Enterprises",United States of America,English
tt0208092,snatch,2000,"Comedy,Crime",18257839.721254356,54943512.43205575,nm0005363,guy ritchie,"SKA Films, Columbia Pictures, Screen Gems","United Kingdom, United States of America","English, Russian"
tt1723121,were the millers,2013,"Comedy,Crime",49926180.25751072,202935240.4017167,nm1098493,rawson marshall thurber,"Vincent Newman Entertainment, New Line Cinema, Newman/Tooley Films, Slap Happy Productions (II), BenderSpink, Heyday Films, Warner Bros. Pictures, Warner Bros. Entertainment",United States of America,English
tt1535108,elysium,2013,"Action,Drama,Sci-Fi",155175965.66523603,125557754.4412017,nm0088955,neill blomkamp,"Genre Films, TriStar Pictures, MRC, QED International, Alpha Core, Simon Kinberg Productions, Sony Pictures",United States of America,English
tt0121164,corpse bride,2005,"Animation,Comedy,Drama",64393241.16743471,85899152.57757296,"nm0000318,nm0425843","tim burton,mike johnson","Tim Burton Productions, Laika Entertainment, Patalex Productions, Warner Bros. Pictures, Will Vinton Studios, Tim Burton Animation Company",United States of America,English
tt1504320,the kings speech,2010,"Biography,Drama,History",21623108.665749654,200082154.8170564,nm0393799,tom hooper,"The Weinstein Company, UK Film Council, Momentum Pictures, Aegis Film Fund, Molinare Investment, FilmNation Entertainment, See-Saw Films, Bedlam Productions","United Kingdom, United States of America",English
tt2126355,san andreas,2015,"Action,Adventure,Thriller",145924050.63291138,205873407.51392403,nm0679031,brad peyton,"New Line Cinema, Village Roadshow Pictures, Flynn Picture Company, Warner Bros. Pictures","Canada, United States of America, Australia",English
tt2798920,annihilation,2018,"Adventure,Drama,Horror",50083632.01911589,40983812.96057348,nm0307497,alex garland,"DNA Films, Paramount, Scott Rudin Productions, Skydance","United Kingdom, United States of America",English
tt0181689,minority report,2002,"Action,Crime,Mystery",178259032.79599777,230731351.2040022,nm0000229,steven spielberg,"Digital Image Associates, Cruise/Wagner Productions, Blue Tulip Productions, Ronald Shusett/Gary Goldman, Amblin Entertainment, 20th Century Fox, DreamWorks Pictures",United States of America,"English, Swedish"
tt0790636,dallas buyers club,2013,"Biography,Drama",6746781.115879827,36835110.74678111,nm0885249,jean-marc vallée,"Truth Entertainment, Voltage Pictures, CE, Evolution Independent, R² Films, Rainmaker Films, Focus Features",United States of America,"English, Japanese"
tt4925292,lady bird,2017,"Comedy,Drama",12827417.380660955,62800820.20073439,nm1950086,greta gerwig,"IAC Films, Scott Rudin Productions, Entertainment 360",United States of America,English
tt2194499,about time,2013,"Comedy,Drama,Fantasy",16192274.678111587,20677428.164806865,nm0193485,richard curtis,"Working Title Films, Translux, Universal Pictures, Relativity Media",United Kingdom,English
tt1570728,crazy stupid love,2011,"Comedy,Drama,Romance",69897732.32547797,117919147.78479324,"nm0275629,nm0720135","glenn ficarra,john requa",Warner Bros. Pictures,United States of America,English
tt1895587,spotlight,2015,"Biography,Crime,Drama",26531645.56962025,59770193.98481012,nm0565336,tom mccarthy,"Participant, Anonymous Content, Rocklin / Faust, First Look Media, Open Road Films, Entertainment One, Topic Studios, Seville International","Canada, United States of America",English
tt1024648,argo,2012,"Biography,Drama,History",60935540.069686405,186264887.38327524,nm0000255,ben affleck,"GK Films, Warner Bros. Pictures, Smoke House Pictures","United Kingdom, United States of America","Arabic, English, German, Persian"
tt0407304,war of the worlds,2005,"Action,Adventure,Sci-Fi",212497695.85253453,377151783.39784944,nm0000229,steven spielberg,"Paramount, Amblin Entertainment, Cruise/Wagner Productions, DreamWorks Pictures",United States of America,English
tt0945513,source code,2011,"Action,Drama,Mystery",44734548.68830591,76485211.95553578,nm1512910,duncan jones,"The Mark Gordon Company, Vendôme Pictures, Summit Entertainment, StudioCanal","Canada, France, United States of America",English
tt0114746,monkeys,1995,"Mystery,Sci-Fi,Thriller",59826771.6535433,117882379.98425196,nm0000416,terry gilliam,"Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions",United States of America,"English, French"
tt3040964,the jungle book,2016,"Action,Adventure,Animation",229249999.99999997,476841471.13,nm0269463,jon favreau,"Walt Disney Pictures, Fairview Entertainment, Moving Picture Company","United Kingdom, United States of America",English
tt6264654,free guy,2021,"Action,Adventure,Comedy",127616236.1623616,141104805.94538742,nm0506613,shawn levy,"Berlanti Productions, 21 Laps Entertainment, Maximum Effort, Lit Entertainment Group, 20th Century Studios",United States of America,"Japanese, English"
tt12801262,luca,2021,"Adventure,Animation,Comedy",232029520.2952029,1536385.788929889,nm1154836,enrico casarosa,"Pixar, Walt Disney Pictures",United States of America,"English, Italian"
tt1219827,ghost in the shell,2017,"Action,Crime,Drama",141101591.1872705,52032567.608323134,nm2782185,rupert sanders,"Weying Galaxy Entertainment, Paramount, Shanghai Film Group, Reliance Entertainment, Grosvenor Park Productions, Steven Paul Production, Huahua Media, Seaside Entertainment, DreamWorks Pictures, Arad Productions","China, Hong Kong, India, United States of America","Japanese, English"
tt0433035,real steel,2011,"Action,Drama,Sci-Fi",153775011.11605155,119473829.92263226,nm0506613,shawn levy,"Touchstone Pictures, ImageMovers, Angry Films, Kontsept Film Company, Revolution Sun Studios, DreamWorks Pictures, Reliance Entertainment, 21 Laps Entertainment","United States of America, India",English
tt1469304,baywatch,2017,"Action,Comedy,Crime",88509179.9265606,74476223.90208079,nm1164861,seth gordon,"Uncharted, Paramount, Flynn Picture Company, Fremantle Productions, Seven Bucks Productions, Skydance, The Montecito Picture Company",United States of America,English
tt1454029,the help,2011,Drama,34948866.16273899,237240713.8852823,nm0853238,tate taylor,"1492 Pictures, Harbinger Pictures, Touchstone Pictures",United States of America,English
tt0078788,apocalypse now,1979,"Drama,Mystery,War",136413223.14049587,361758600.3305785,nm0000338,francis ford coppola,"United Artists, American Zoetrope",United States of America,"Khmer, English, French, Vietnamese"
tt0088847,the breakfast club,1985,"Comedy,Drama",2921933.0855018585,134044179.94795538,nm0000455,john hughes,"Universal Pictures, A&M Films, Channel Productions",United States of America,English
tt1823672,chappie,2015,"Action,Crime,Drama",65002531.645569615,41879231.47341772,nm0088955,neill blomkamp,"Columbia Pictures, MRC, LStar Capital, Simon Kinberg Productions, Genre Films, Alpha Core, Ollin Studio, Sony Pictures","United States of America, Mexico, South Africa",English
tt0319262,the day after tomorrow,2004,"Action,Adventure,Sci-Fi",208046585.4949709,310806284.8364214,nm0000386,roland emmerich,"The Mark Gordon Company, Lions Gate Films, Centropolis Entertainment, 20th Century Fox",United States of America,"English, Japanese, French, Arabic, Spanish"
tt0414387,pride prejudice,2005,"Drama,Romance",45075268.8172043,62073759.59447004,nm0942504,joe wright,"Focus Features, Universal Pictures, StudioCanal, Working Title Films, Scion Films","France, United Kingdom, United States of America",English
tt1632708,friends with benefits,2011,"Comedy,Romance",48928412.62783459,78009719.24232991,nm0323239,will gluck,"Castle Rock Entertainment, Olive Bridge Entertainment",United States of America,English
tt0147800,things i hate about you,1999,"Comedy,Drama,Romance",30194477.791116443,72047734.15606242,nm0432627,gil junger,"Mad Chance, Jaret Entertainment",United States of America,"English, French"
tt0100405,pretty woman,1990,"Comedy,Romance",33677123.182861514,429157847.4307575,nm0005190,garry marshall,"Touchstone Pictures, Silver Screen Partners IV",United States of America,English
tt2094766,assassins creed,2016,"Action,Adventure,Sci-Fi",163749999.99999997,71588811.88,nm0997291,justin kurzel,"New Regency Pictures, The Kennedy/Marshall Company, Ubisoft Film & Television, DMC Film","France, United Kingdom, United States of America","English, Spanish, Portuguese"
tt2381941,focus,2015,"Comedy,Crime,Drama",66461772.151898734,71453652.18227848,"nm0275629,nm0720135","glenn ficarra,john requa","K & S Films, RatPac Entertainment, Zaftig Films, Warner Bros. Pictures, Di Novi Pictures",United States of America,English
tt0120591,armageddon,1998,"Action,Adventure,Sci-Fi",270036809.81595093,388810922.8269939,nm0000881,michael bay,"Touchstone Pictures, Jerry Bruckheimer Films, Valhalla Motion Pictures",United States of America,"English, Russian"
tt0116282,fargo,1996,"Crime,Thriller",14026768.642447418,49229451.33460803,"nm0001054,nm0001053","joel coen,ethan coen","PolyGram Filmed Entertainment, Working Title Films","United Kingdom, United States of America",English
