release_date,title,production_budget,domestic_gross
"Nov 11, 1988",Iron Eagle II,,"$10,000,000"
"Jan 17, 1986",Iron Eagle,,"$24,159,872"
"Mar 23, 2007",The Hills Have Eyes II,"$15,000,000","$20,804,166"
"Mar 10, 2006",The Hills Have Eyes,"$17,000,000","$41,778,863"
"Oct 26, 2012",Silent Hill: Revelation 3D,"$20,000,000","$17,530,219"
"Apr 21, 2006",Silent Hill,"$50,000,000","$46,982,632"
"Jan 13, 2009",Without a Paddle: Nature's …,,
"Aug 20, 2004",Without a Paddle,"$30,000,000","$58,156,435"
"Mar 31, 2009",Butterfly Effect 3: Revelat…,,
"Oct 10, 2006",The Butterfly Effect 2,,
"Jan 23, 2004",The Butterfly Effect,"$13,000,000","$57,924,679"
"Feb 13, 2019",Happy Death Day 2U,"$9,000,000","$28,148,130"
"Oct 13, 2017",Happy Death Day,"$5,000,000","$55,683,845"
"Aug 3, 2007",Care Bears: Oopsy Does It!,,
"Aug 7, 1987",The Care Bears Adventure in…,,"$2,000,000"
"Mar 7, 1986",Care Bears Movie II: A New …,,"$8,540,346"
"Mar 29, 1985",The Care Bears Movie,,"$22,934,000"
"Aug 1, 2025",The Bad Guys 2,,
"Apr 22, 2022",The Bad Guys,"$70,000,000","$97,459,240"
"Mar 20, 2026",Street Fighter,,
"Feb 27, 2009",Street Fighter: The Legend …,"$50,000,000","$8,742,261"
"May 12, 2023",Book Club: The Next Chapter,,"$17,581,565"
"May 18, 2018",Book Club,"$10,000,000","$68,566,296"
"Jan 29, 2019",Benchwarmers 2: Breaking Balls,,
"Apr 7, 2006",The Benchwarmers,"$35,000,000","$59,843,754"
"Apr 29, 2011",Hoodwinked Too: Hood vs. Evil,"$30,000,000","$10,143,779"
"Jan 13, 2006",Hoodwinked,"$17,500,000","$51,386,611"
"Sep 22, 2009",Wallace and Gromit: A Matte…,,
"Oct 5, 2005",Wallace & Gromit: The Curse…,"$30,000,000","$56,068,547"
"Apr 6, 1996",Wallace & Gromit: The Best …,,"$1,002,002"
"Dec 29, 1995",Wallace and Gromit: A Close…,,
"Dec 31, 1989",Wallace & Gromit: A Grand D…,,
"Sep 30, 2021",Curious George: Cape Ahoy,,
"Sep 8, 2020","Curious George 5: Go West, …",,
"Jun 23, 2015",Curious George 3: Back to t…,,
"Mar 2, 2010",Curious George 2: Follow Th…,,
"Feb 20, 2007",Curious George - Zoo Night …,,
"Feb 10, 2006",Curious George,"$50,000,000","$58,640,119"
"Aug 23, 2013",The World’s End,"$20,000,000","$26,004,851"
"Apr 20, 2007",Hot Fuzz,"$16,000,000","$23,618,786"
"Sep 24, 2004",Shaun of the Dead,"$5,000,000","$14,461,485"
"Sep 21, 2010",Stomp the Yard 2: Homecoming,,
"Jan 12, 2007",Stomp the Yard,"$14,000,000","$61,356,221"
"Sep 27, 2005",Carlito's Way: Rise to Power,,
"Nov 10, 1993",Carlito’s Way,,"$36,516,012"
"Jan 2, 2026",Soulm8te,,
"Jun 27, 2025",M3GAN 2.0,,
"Jan 6, 2023",M3GAN,"$12,000,000","$95,159,005"
"Jun 23, 1972",Ben,,
"Jan 1, 1971",Willard,,"$14,545,941"
"Mar 31, 1983",Monty Python's The Meaning …,,"$14,929,552"
"Jun 25, 1982",Monty Python Live at the Ho…,,"$327,958"
"Aug 17, 1979",Life of Brian,"$4,000,000","$20,182,359"
"May 10, 1975",Monty Python and the Holy G…,"$400,000","$4,162,392"
"Jan 8, 2008",White Noise 2: The Light,"$10,000,000",
"Jan 7, 2005",White Noise,"$10,000,000","$56,094,360"
"Feb 16, 1996",Happy Gilmore,"$10,000,000","$38,623,460"
"Jul 16, 2021",Escape Room: Tournament of …,"$15,000,000","$25,314,753"
"Jan 4, 2019",Escape Room,"$9,000,000","$57,000,756"
"Oct 12, 2007",Elizabeth: The Golden Age,"$55,000,000","$16,285,240"
"Nov 6, 1998",Elizabeth,"$25,000,000","$30,082,699"
"Oct 17, 2025",The Black Phone 2,,
"Jun 24, 2022",The Black Phone,"$18,000,000","$90,123,230"
"Jan 17, 2017",Surf’s Up 2: Wavemania,,
"Jun 8, 2007",Surf’s Up,"$100,000,000","$58,867,694"
"Mar 29, 1996",All Dogs Go To Heaven 2,,"$8,556,572"
"Nov 17, 1989",All Dogs Go To Heaven,,"$26,220,877"
"Aug 21, 2015",Hitman: Agent 47,"$35,000,000","$22,467,450"
"Nov 21, 2007",Hitman,"$24,000,000","$39,687,694"
"Oct 12, 2010",Lost Boys: The Thirst,,
"Jul 29, 2008",Lost Boys: The Tribe,,
"Jul 31, 1987",The Lost Boys,"$8,500,000","$33,112,052"
"Oct 29, 2021",Army of Thieves,,
"May 14, 2021",Army of the Dead,"$90,000,000",
"May 28, 2010",George A. Romero's Survival…,"$4,200,000","$101,740"
"Feb 15, 2008",Diary of the Dead,"$2,750,000","$952,620"
"Jun 24, 2005",George A. Romero's Land of …,"$18,975,000","$20,700,082"
"Jun 30, 1985",Day of the Dead,"$3,500,000","$5,804,262"
"Apr 20, 1979",Dawn of the Dead,"$1,500,000","$5,100,000"
"Oct 1, 1968",Night of the Living Dead,"$114,000","$12,087,064"
"Jun 29, 2021",A Cinderella Story: Starstruck,,
"Aug 2, 2016",A Cinderella Story: If the …,,
Unknown,A Cinderella Story: Once Up…,,
"Sep 16, 2008",Another Cinderella Story,,
"Jul 16, 2004",A Cinderella Story,"$19,000,000","$51,438,175"
"Jan 12, 1996",Lawnmower Man 2: Beyond Cyb…,,"$2,396,302"
"Mar 6, 1992",The Lawnmower Man,"$10,000,000","$32,100,816"
"Jan 10, 2025",Den of Thieves 2: Pantera,,"$35,975,042"
"Jan 19, 2018",Den of Thieves,"$30,000,000","$44,947,622"
"Dec 4, 2020",Captain Underpants: Mega Bl…,,
"Jun 2, 2017",Captain Underpants: The Fir…,"$38,000,000","$73,921,000"
"Apr 18, 2017","Bigger, Fatter Liar",,
"Feb 8, 2002",Big Fat Liar,"$15,000,000","$47,811,275"
2025,Demon Slayer -Kimetsu no Ya…,,
"Feb 23, 2024",Demon Slayer: Kimetsu no Ya…,,"$17,657,658"
"Mar 3, 2023",Demon Slayer: Kimetsu No Ya…,,"$16,945,424"
"Dec 31, 2021",Kimetsu no Yaiba Tsuzumi Ya…,,
"Dec 31, 2021",Kimetsu no Yaiba: Asakusa Hen,,
"Dec 31, 2020",Kimetsu no Yaiba: Natagumo …,,
"Dec 31, 2020",Kimetsu no Yaiba: Hashira G…,,
"Sep 29, 2020",Kimetsu no Yaiba,,
"Dec 31, 2018",Kimetsu no Yaiba: Kyōdai no…,,
"Oct 16, 2007",Return to House on Haunted …,,
"Oct 29, 1999",House on Haunted Hill,"$19,000,000","$40,846,082"
"Feb 20, 2015",Hot Tub Time Machine 2,"$14,000,000","$12,314,651"
"Mar 26, 2010",Hot Tub Time Machine,"$36,000,000","$50,269,859"
"May 1, 2007","Sandlot 3: Heading Home, The",,
"May 3, 2005",The Sandlot 2,,
"Apr 7, 1993",The Sandlot,,"$32,416,586"
"Nov 20, 2018",Puppy Star Christmas,,
"May 8, 2018",Pup Star: World Tour,,
"Feb 6, 2018",Pup Star,,
"Aug 29, 2017",Pup Star: Better 2Gether,,
"Aug 27, 2013",Super Buddies,,
"Nov 20, 2012",Santa Paws 2: The Santa Pups,,
"Jan 31, 2012",Treasure Buddies,,
"Sep 20, 2011",Spooky Buddies,,
"Nov 23, 2010",The Search for Santa Paws,,
"Nov 24, 2009",Santa Buddies,,
"Feb 3, 2009",Space Buddies,,
"Feb 5, 2008",Snow Buddies,,
"Dec 12, 2006",Air Buddies,,
"Aug 14, 1998",Air Bud: Golden Receiver,,"$10,093,523"
"Aug 1, 1997",Air Bud,"$3,000,000","$26,033,546"
"Jun 1, 2010",Darkman 2 - The Return of D…,,
"Feb 25, 1997",Darkman III: Die Darkman Die,,
"Aug 24, 1990",Darkman,,"$32,942,739"
1989,The Horror Show,,"$1,738,897"
"Aug 28, 1987",House II: The Second Story,,"$7,800,000"
"Feb 28, 1986",House,,"$19,444,631"
"Jan 10, 2013",Fright Night 2: New Blood,,
"May 19, 1989",Fright Night Part 2,,"$2,350,289"
"Aug 2, 1985",Fright Night,,"$24,922,237"
"Aug 1, 2017",Cop and a Half: New Recruit,,
"Apr 2, 1993",Cop and ½,,"$31,226,971"
"Feb 1, 2013",A Haunting in Connecticut 2…,"$9,000,000",
"Mar 27, 2009",The Haunting in Connecticut,,"$55,389,516"
"Aug 16, 2019",47 Meters Down: Uncaged,"$12,000,000","$22,260,900"
"Jun 16, 2017",47 Meters Down,"$5,300,000","$44,307,193"
"Oct 17, 2023",Doragon Bōru Zetto Kami to …,,
"Aug 19, 2022",Dragon Ball Super: Super He…,,"$32,132,374"
"Jan 16, 2019",Dragon Ball Super: Broly,"$8,500,000","$30,376,755"
"Aug 4, 2015",Doragon bôru Z: Fukkatsu no…,,"$8,008,363"
"Jan 20, 2009",Boogeyman 3,,
"Jan 8, 2008",Boogeyman 2,,
"Feb 4, 2005",Boogeyman,"$20,000,000","$46,752,382"
"Mar 1, 2013",The Last Exorcism Part II,"$4,000,000","$15,179,303"
"Aug 27, 2010",The Last Exorcism,"$1,800,000","$41,034,350"
"Apr 18, 2014",A Haunted House 2,"$4,000,000","$17,329,487"
"Jan 11, 2013",A Haunted House,"$2,500,000","$40,041,683"
"Jun 28, 2011",Blue Crush 2,,
"Aug 16, 2002",Blue Crush,"$30,000,000","$40,118,420"
"Oct 14, 2011",The Thing,"$38,000,000","$16,999,934"
"Aug 27, 2004",Superbabies: Baby Geniuses 2,"$20,000,000","$9,109,322"
"Mar 12, 1999",Baby Geniuses,"$13,000,000","$27,151,490"
"Jan 11, 1985",Avenging Angel,,"$5,622,787"
"Jan 13, 1984",Angel,,"$17,488,564"
"Mar 19, 2013",Return To Nim’s Island,,
"Apr 4, 2008",Nim's Island,"$37,000,000","$48,006,762"
"Apr 20, 2018",Super Troopers 2,"$13,500,000","$30,617,396"
"Feb 15, 2002",Super Troopers,"$1,200,000","$18,492,362"
"Dec 5, 2008",Punisher: War Zone,"$35,000,000","$8,050,977"
"Apr 16, 2004",The Punisher,"$33,000,000","$33,664,370"
"Dec 31, 2011",The Howling: Reborn,,
"Apr 10, 1981",The Howling,"$1,000,000","$17,985,000"
"Jun 21, 2011",You Got Served: Beat The World,"$10,000,000",
"Jan 30, 2004",You Got Served,"$8,000,000","$40,066,497"
"Jun 1, 2010",Wild Things: Foursome,,
"Mar 20, 1998",Wild Things,"$20,000,000","$29,795,299"
Unknown,Return of the Living Dead 4…,,
"Dec 31, 2005",Return of the Living Dead: …,,
1993,Return of the Living Dead 3,"$2,000,000","$21,000"
"Jan 15, 1988",Return of the Living Dead P…,"$6,200,000","$9,205,924"
"Aug 16, 1985",The Return of the Living Dead,"$4,000,000","$14,237,880"
"Aug 4, 2015",Lake Placid vs. Anaconda,,
"Feb 19, 2013",Lake Placid: The Final Chapter,,
"Oct 26, 2010",Lake Placid 3,,
"Jan 29, 2008",Lake Placid 2,,
"Jul 16, 1999",Lake Placid,"$27,000,000","$31,770,413"
"Nov 19, 2004",La mala educación,"$5,000,000","$5,211,842"
"Nov 22, 2002",Hable con ella,,"$9,284,265"
"Nov 5, 1999",Todo sobre mi madre,,"$8,264,530"
"Jan 16, 1998",Carne trémula,,"$1,535,558"
"Mar 8, 1996",La flor de mi secreto,,"$653,723"
"Nov 11, 1988",Mujeres al borde de un ataq…,,"$7,179,000"
"Apr 3, 1987",La ley del deseo,,
1986,Matador,,"$206,952"
"Jan 11, 2008",The Pirates Who Don't Do An…,"$15,000,000","$12,981,269"
"Oct 4, 2002",Jonah: A VeggieTales Movie,"$14,000,000","$25,571,351"
"Oct 26, 2018",Johnny English Strikes Again,"$30,000,000","$4,412,170"
"Oct 21, 2011",Johnny English Reborn,"$45,000,000","$8,406,711"
"Jul 18, 2003",Johnny English,"$45,000,000","$28,013,509"
"Aug 26, 2016",Mechanic: Resurrection,"$40,000,000","$21,218,403"
"Jan 28, 2011",The Mechanic,"$42,500,000","$29,121,498"
Unknown,Tales from the Crypt Presen…,,
"Jan 13, 1995",Tales from the Crypt: Demon…,"$12,000,000","$21,089,146"
"Dec 31, 2024",Terrifier Double Feature,,
"Oct 11, 2024",Terrifier 3,"$2,000,000","$53,981,071"
"Oct 6, 2022",Terrifier 2,"$250,000","$10,962,502"
"Sep 25, 2018",Terrifier,"$35,000","$339,946"
"Apr 17, 2009",Crank 2: High Voltage,"$20,000,000","$13,684,249"
"Sep 1, 2006",Crank,"$12,000,000","$27,838,408"
"Mar 3, 2023",Children of the Corn,,"$325,583"
"Mar 13, 2018",Children of the Corn: Runaway,,
Unknown,Children Of The Corn: Genesis,,
"Jan 29, 1993",Children of the Corn II: Th…,,"$6,953,340"
"Aug 24, 1990",Delta Force 2,,"$6,154,944"
"Feb 14, 1986",The Delta Force,,"$17,005,599"
"Jan 20, 2023",Missing,,"$32,502,025"
"Aug 24, 2018",Searching,"$880,000","$26,015,149"
"Oct 5, 2010",30 Days of Night: Dark Days,,
"Oct 19, 2007",30 Days of Night,"$30,000,000","$39,568,996"
"Oct 16, 1987",Hello Mary Lou: Prom Night 2,,"$911,351"
"Aug 15, 1980",Prom Night,,"$14,796,236"
"Apr 10, 2025",The Chosen: Last Supper — P…,,
"Feb 29, 2024",The Chosen: Season 4 Episod…,,"$7,729,064"
"Nov 18, 2022",The Chosen Season 3: Episod…,,"$14,612,089"
"Dec 1, 2021",Christmas with the Chosen: …,,"$13,388,000"
"Aug 11, 2009",The Art of War III: Retribu…,,
"Aug 12, 2008",The Art of War II: Betrayal,,
"Aug 25, 2000",The Art of War,"$40,000,000","$30,199,105"
"Oct 14, 2003",Mimic: Sentinel,,
"Jul 17, 2002",Mimic 2,,
"Aug 22, 1997",Mimic,,"$25,514,166"
"Dec 31, 2013",Ninja II: Shadow of a Tear,,
Unknown,Ninja,,
"Sep 14, 1984",Ninja III: The Domination,,"$7,610,785"
"Sep 7, 1983",Revenge of the Ninja,,"$10,325,628"
"Feb 21, 2020",Brahms: The Boy II,"$10,000,000","$12,611,536"
"Jan 22, 2016",The Boy,"$10,000,000","$35,819,556"
"Jan 24, 2022",Tom and Jerry: Cowboy Up!,,
"Feb 26, 2021",Tom and Jerry,"$50,000,000","$46,536,687"
"Jun 23, 2015",Tom and Jerry: Spy Quest,,
"Oct 2, 2007",Tom and Jerry: A Nutcracker…,,
"Jul 30, 1993",Tom and Jerry: The Movie,,"$3,560,469"
"Jan 30, 1987",Allan Quatermain and the Lo…,,"$3,751,699"
"Nov 22, 1985",King Solomon's Mines,,"$15,057,465"
"Jan 19, 2010",Smokin’ Aces 2: Assassins’ …,,
"Jan 26, 2007",Smokin' Aces,"$17,000,000","$35,662,731"
"Nov 22, 2023",Good Burger 2,,
"Jul 25, 1997",Good Burger,,"$23,712,993"
"May 23, 2017",Max 2: White House Hero,,
"Jun 26, 2015",Max,"$20,000,000","$42,656,255"
"Oct 2, 2018",Death Race 4: Beyond Anarchy,,
"Jan 22, 2013",Death Race 3: Inferno,,
"Jan 18, 2011",Death Race 2,,
"Aug 22, 2008",Death Race,"$65,000,000","$36,316,032"
"Mar 4, 2008",Johnson Family Christmas Di…,,
"Apr 7, 2004",Johnson Family Vacation,"$12,000,000","$31,203,964"
"Apr 3, 2018",Honey: Rise Up And Dance,,
"Sep 6, 2016",Honey 3,,
"Feb 21, 2012",Honey 2,,
"Dec 5, 2003",Honey,"$18,000,000","$30,272,254"
"Aug 11, 2017",Open Water 3: Cage Dive,,
"Aug 6, 2004",Open Water,"$500,000","$30,500,882"
"Sep 13, 2022",Clerks III,,"$4,663,106"
"Jul 20, 2018",Unfriended: Dark Web,"$1,000,000","$8,866,745"
"Apr 17, 2015",Unfriended,"$1,000,000","$32,789,645"
"Jul 16, 2015",Joe Dirt 2: Beautiful Loser,,
"Apr 11, 2001",Joe Dirt,"$16,000,000","$27,087,695"
"Jul 22, 2005",The Devil’s Rejects,"$7,000,000","$17,044,981"
"Apr 11, 2003","House of 1,000 Corpses","$7,000,000","$12,634,962"
"Feb 21, 2003",Gods and Generals,"$55,000,000","$12,882,934"
"Oct 8, 1993",Gettysburg,"$25,000,000","$10,731,997"
"Oct 25, 2022",Blade of the 47 Ronin,,
"Dec 25, 2013",47 Ronin,"$175,000,000","$38,362,475"
"Jan 21, 2025",Sniper: The Last Stand,,
"Sep 26, 2023",Sniper: G.R.I.T. - Global R…,,
"Aug 16, 2022",Sniper: Rogue Mission,,
"Jun 16, 2020",Sniper: Assassin’s End,,
"Oct 3, 2017",Sniper: Ultimate Kill,,
"Aug 2, 2016",Sniper: Ghost Shooter,,
"May 3, 2016",Sniper: Special Ops,,
"Sep 30, 2014",Sniper: Legacy,,
"Apr 26, 2011",Sniper: Reloaded,,
"Jan 29, 1993",Sniper,,"$18,994,653"
"Aug 2, 2011",Quarantine 2: Terminal,,
"Oct 10, 2008",Quarantine,"$12,000,000","$31,691,811"
"Dec 31, 2018",Cirque du Soleil: KURIOS - …,,
"Dec 21, 2012",Cirque du Soleil: Worlds Away,"$25,000,000","$12,512,862"
"May 5, 2000",Cirque du Soleil - Journey …,,"$15,626,076"
"Oct 11, 2013",Machete Kills,"$20,000,000","$8,008,161"
"Sep 3, 2010",Machete,"$12,500,000","$26,593,646"
"Jul 14, 2009",Van Wilder: Freshman Year,,
"Mar 8, 1991",American Ninja 4: The Annih…,,"$358,000"
"Feb 24, 1989",American Ninja 3: Blood Hunt,,"$902,000"
1987,American Ninja 2: The Confr…,"$350,000","$4,000,000"
"Aug 30, 1985",American Ninja,,"$10,499,000"
"Jul 23, 2019",Critters Attack!,,
"Dec 11, 1991",Critters 3,,
"Apr 29, 1988",Critters 2: The Main Course,,"$3,000,000"
"Apr 11, 1986",Critters,,"$13,167,232"
"Oct 19, 2010",Mirrors 2: Evil Lives,,
"Aug 15, 2008",Mirrors,"$35,000,000","$30,691,439"
"Oct 5, 2010",Space Chimps 2: Zartog Stri…,,
"Jul 18, 2008",Space Chimps,"$37,000,000","$30,105,968"
"Nov 15, 2022",R.I.P.D. 2: Rise Of The Damned,,
"Jul 19, 2013",R.I.P.D.,"$130,000,000","$33,618,855"
"Jul 28, 2017",An Inconvenient Sequel,"$1,000,000","$3,496,795"
"May 24, 2006",An Inconvenient Truth,"$1,000,000","$24,146,161"
"Nov 29, 2022",Prancer: A Christmas Tale,,
"Oct 10, 2010",Prancer Returns,,
"Nov 17, 1989",Prancer,,"$16,115,398"
"Mar 17, 2017",T2: Trainspotting,"$18,000,000","$2,402,004"
"Jul 19, 1996",Trainspotting,"$3,100,000","$16,501,785"
"Oct 20, 2020",Tremors: Shrieker Island,,
"May 1, 2018",Tremors: A Cold Day in Hell,,
"Oct 5, 2015",Tremors 5: Bloodlines,,
"Dec 7, 2006",Tremors II: Aftershocks,,
"Sep 29, 2006",Tremors 4: The Legend Begins,,
"Oct 2, 2001",Tremors 3: Back to Perfection,,
"Jan 19, 1990",Tremors,"$10,000,000","$16,667,084"
"Jan 26, 2018",Kickboxer: Retaliation,,"$4,537"
"Sep 2, 2016",Kickboxer: Vengeance,,
"Jun 14, 1991",Kickboxer 2: The Road Back,,"$1,206,817"
"Sep 8, 1989",Kickboxer,"$1,500,000","$14,533,681"
"Jun 17, 2014",Joy Ride 3,,
"Oct 7, 2008",Joy Ride 2: Dead Ahead,,
"Oct 5, 2001",Joy Ride,"$23,000,000","$21,973,182"
"Feb 28, 2020",The Jesus Rolls,,"$18,169"
"Mar 6, 1998",The Big Lebowski,"$15,000,000","$18,906,338"
"Aug 30, 1991",Beastmaster 2: Through the …,"$6,000,000","$773,490"
"Aug 20, 1982",The Beastmaster,"$5,000,000","$10,751,126"
"Feb 28, 1992",Gate II,,"$2,032,973"
"May 15, 1987",The Gate,,"$13,000,000"
"Aug 4, 2017",Wind River,"$11,000,000","$33,800,859"
"Apr 16, 2024",Half Baked: Totally High,,
"Jan 16, 1998",Half Baked,"$8,000,000","$17,394,881"
"Apr 19, 2011",Street Kings 2: Motor City,,
"Apr 11, 2008",Street Kings,"$20,000,000","$26,418,667"
"Oct 15, 2010",Pure Country 2: The Gift,,"$133,771"
"Oct 23, 1992",Pure Country,,"$14,941,630"
"Feb 25, 2022",2022 Oscar Shorts,,"$1,801,646"
"Apr 2, 2021",2021 Oscar Shorts,,"$443,050"
"Jan 29, 2020",2020 Oscar Shorts,,"$3,304,748"
"Feb 8, 2019",2019 Oscar Shorts,,"$3,531,093"
"Feb 9, 2018",2018 Oscar Shorts,,"$3,508,777"
"Feb 10, 2017",2017 Oscar Shorts,,"$2,835,355"
"Jan 29, 2016",2016 Oscar Shorts,,"$2,816,816"
"Jan 30, 2015",2015 Oscar Shorts,,"$2,412,493"
"Jan 31, 2014",2014 Oscar Shorts,,"$2,357,890"
"Feb 1, 2013",2013 Oscar Shorts,,"$2,142,342"
"Feb 10, 2012",2012 Oscar Shorts,,"$1,702,415"
"Feb 11, 2011",2011 Oscar Shorts,,"$1,352,152"
"Feb 19, 2010",2010 Oscar Shorts,,"$1,018,169"
"Feb 6, 2009",2009 Oscar Shorts,,"$644,635"
"Feb 15, 2008",A Collection of 2007 Academ…,,"$508,695"
"Feb 16, 2007",2006 Academy Award Nominate…,,"$335,090"
"Feb 24, 2006",The 2005 Academy Award Nomi…,,"$157,415"
"Sep 21, 2001",Megiddo: Omega Code 2,"$22,000,000","$6,047,691"
"Oct 15, 1999",The Omega Code,"$7,200,000","$12,610,552"
"Aug 1, 2014",Cabin Fever: Patient Zero,,
"Feb 16, 2010",Cabin Fever 2: Spring Fever,,
"Sep 12, 2003",Cabin Fever,"$1,500,000","$21,158,188"
"Oct 11, 2024",My Hero Academia the Movie:…,,"$5,041,781"
"Oct 29, 2021",Boku no Hero Academia: Worl…,,"$9,767,647"
"Feb 26, 2020",Boku no Hīrō Akademia The M…,,"$13,553,826"
"Sep 25, 2018",Boku no Hero Academia the M…,,"$5,427,591"
"Apr 30, 2010",Luftslottet som sprängdes,,"$5,427,684"
"Dec 25, 2009",Flickan som lekte med elden,,"$9,081,782"
"May 29, 2009",Män som hatar kvinnor,"$13,000,000","$12,749,992"
"Nov 16, 2021",Never Back Down: Revolt,,
"Jun 7, 2016",Never Back Down: No Surrender,,
"Sep 13, 2011",Never Back Down 2: The Beat…,"$3,000,000",
"Mar 14, 2008",Never Back Down,"$21,000,000","$24,850,922"
"Jul 5, 2024",MaXXXine,,"$15,097,633"
"Sep 16, 2022",Pearl,,"$9,423,445"
"Mar 18, 2022",X,"$1,000,000","$11,769,469"
"Jun 1, 2012",Piranha 3DD,,"$370,904"
"Aug 20, 2010",Piranha 3D,"$24,000,000","$25,003,155"
"Nov 5, 1982",Piranha 2: The Spawning,,
"Aug 3, 1978",Piranha,,
"May 1, 2012",Flicka: Country Pride,,
"May 10, 2011",Flicka 2,,
"Oct 20, 2006",Flicka,"$15,000,000","$21,000,147"
"Sep 6, 2016",Center Stage: On Pointe,,
"Jan 20, 2009",Center Stage: Turn It Up,,
"May 12, 2000",Center Stage,"$18,000,000","$17,200,925"
"May 9, 2017",Alpha and Omega: Journey to…,,
"Nov 8, 2016",Alpha and Omega: The Big Fu…,,
"May 10, 2016",Alpha And Omega: Dino Digs,,
"Aug 4, 2015",Alpha and Omega: Family Vac…,,
"Oct 7, 2014",Alpha & Omega: The Legend o…,"$7,000,000",
"Oct 8, 2013",Alpha and Omega 2: A Howl-i…,,
"Sep 17, 2010",Alpha and Omega,"$20,000,000","$25,107,267"
"May 24, 2013",Before Midnight,"$3,000,000","$8,110,621"
"Jul 2, 2004",Before Sunset,"$2,000,000","$5,792,822"
"Jan 27, 1995",Before Sunrise,"$2,500,000","$5,274,005"
"Dec 23, 2008",Pulse 3,,
"Sep 30, 2008",Pulse 2: Afterlife,,
"Aug 11, 2006",Pulse,"$20,500,000","$20,264,436"
"Jul 2, 2019",Escape Plan: The Extractors,,
"Jun 29, 2018",Escape Plan 2: Hades,,
"Oct 18, 2013",Escape Plan,"$70,000,000","$25,135,965"
"Sep 24, 1993",Warlock: The Armageddon,"$3,000,000","$3,902,679"
"Jan 10, 1991",Warlock,"$7,000,000","$8,824,553"
"Mar 1, 1996",Bloodsport 2,,"$684,351"
"Feb 26, 1988",Bloodsport,"$1,500,000","$11,806,119"
"Aug 22, 2017",The Adventures of Hercules II,,
"Aug 26, 1983",Hercules,,"$9,466,655"
"Jan 13, 2023",Plane,,"$32,111,181"
"Sep 14, 1984",Exterminator 2,,"$3,739,406"
1980,The Exterminator,,"$5,000,000"
2025,Thanksgiving 2,,
"Nov 17, 2023",Thanksgiving,"$15,000,000","$31,945,385"
"Apr 28, 2017",Baahubali 2: The Conclusion,"$30,000,000","$18,985,794"
"Jul 10, 2015",Baahubali: The Beginning,"$40,000,000","$6,738,000"
"Nov 13, 2018",The Marine 6: Close Quarters,,
"Apr 21, 2015",The Marine 4,"$1,950,000",
"Mar 5, 2013",The Marine 3 Homefront,,
"Dec 29, 2009",The Marine II,,
"Oct 13, 2006",The Marine,"$15,000,000","$18,844,784"
"Jan 20, 2009",Vacancy 2: The First Cut,,
"Apr 20, 2007",Vacancy,,"$19,063,007"
"May 8, 1992",Wild Orchid II: Two Shades …,,"$573,904"
"Apr 27, 1990",Wild Orchid,,"$11,000,000"
"Dec 18, 2020",Skylines,,
"Dec 15, 2017",Beyond Skyline,"$20,000,000",
"Nov 12, 2010",Skyline,"$10,000,000","$21,416,355"
"Aug 15, 2025",Nobody 2,,
"Mar 26, 2021",Nobody,"$16,000,000","$27,568,035"
"Oct 6, 2020",Tales From the Hood 3,,
"Oct 2, 2018",Tales from the Hood 2,,
"May 24, 1995",Tales from the Hood,"$6,000,000","$11,784,569"
Unknown,Class of 1999 II: The Subst…,,
"May 11, 1990",Class of 1999,,"$1,400,149"
"Aug 20, 1982",Class of 1984,"$3,250,000","$6,965,361"
"Jan 26, 2021",Wrong Turn,,"$1,251,184"
"Oct 21, 2014",Wrong Turn 6: Last Resort,,
"Oct 23, 2012",Wrong Turn 5: Bloodlines,,
"Oct 25, 2011",Wrong Turn 4: Bloody Beginn…,,
"Oct 20, 2009",Wrong Turn 3: Left for Dead,,
"Oct 9, 2007",Wrong Turn 2: Dead End,,
"Jan 13, 1995",Far from Home: The Adventur…,,"$11,380,788"
"Jun 30, 1989",Far From Home,,"$12,000"
"Dec 11, 2018",Leprechaun Returns,,
"Aug 22, 2014",Leprechaun: Origins,,
"Apr 8, 1994",Leprechaun 2,,"$2,217,237"
"Jan 8, 1993",Leprechaun,,"$8,533,294"
"Feb 17, 2009",Still Waiting...,,
"Oct 7, 2005",Waiting...,"$1,125,000","$16,124,543"
"May 16, 2014",Wolf Creek 2,,
"Dec 25, 2005",Wolf Creek,"$1,100,000","$16,186,348"
"Jun 23, 2015",An American Girl: Grace Sti…,,
"Jul 22, 2014",An American Girl: Isabelle …,,
"Jan 6, 2009",An American Girl: Chrissa S…,,
"Jun 20, 2008",Kit Kittredge: An American …,"$10,000,000","$17,657,973"
"Nov 28, 2006",Molly: An American Girl on …,,
"Dec 31, 2005",Felicity: An American Girl …,,
Unknown,Samantha: An American Girl …,"$200,000",
"Sep 19, 2023",The Swan Princess: Far Long…,,
"May 23, 2023",The Swan Princess: A Fairyt…,,
"Aug 4, 2020",The Swan Princess: A Royal …,,
"Mar 28, 2017",Swan Princess: Royally Unde…,,
Unknown,The Swan Princess: Princess…,,
"Feb 25, 2014",The Swan Princess A Royal F…,,
Unknown,The Swan Princess Christmas,,
"Jul 18, 1997",The Swan Princess: Escape f…,,"$235,766"
"Nov 18, 1994",The Swan Princess,,"$9,771,658"
1993,The Philadelphia Experiment II,,"$2,000"
"Aug 3, 1984",The Philadelphia Experiment,,"$8,103,330"
